,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
1166,1166,105.42,0.41734,3157.0,104.36,0.42011,86478.0,104.36,0.42011,84955.0,5.3092,-0.0009861,94.692,0.37284,96.761,30.064,0.37916,834.47,819.88,93273.0,544.63,64318,159390.0,91835.0,544.65,65535,127.73,128.27,0.88396,1.305,0.02039,0.066226,0.88572,0.98996,1.0066,26.906,0.93607,14.583,0.027769,0.0,43696.0,21721.0,32339.0,113250.0,0.070566,1.0,1156.7,23.815,-3.7354,6.425,1143.7,1.586,0.99778,23.567,14.78,171.07,25.105,0.54306,0.36103
1167,1167,108.84,-0.28555,3253.3,107.69,-0.28741,89673.0,107.69,-0.28741,88092.0,5.2885,-0.062099,94.774,-0.28573,96.77,30.175,-0.29074,837.99,823.3,96255.0,-372.61,66691,163860.0,94758.0,-372.62,67957,123.05,123.14,0.88357,1.3049,0.02052,0.065365,0.88385,0.98941,1.0066,27.078,0.93592,14.681,0.028698,0.0,43829.0,21729.0,32447.0,113520.0,0.070753,1.0,1210.7,24.001,-3.2976,6.4103,1207.5,1.7299,1.1221,23.557,14.774,171.06,25.104,0.55148,0.36662
1168,1168,107.89,-0.93955,3360.5,106.7,-0.94569,93497.0,106.7,-0.94569,91914.0,4.8281,-0.025821,95.198,-0.89053,96.918,31.733,-0.90647,884.56,869.72,95394.0,-1226.0,69583,163890.0,93887.0,-1226.0,70854,120.34,120.34,0.88331,1.3049,0.020726,0.06204,0.88331,0.98896,1.0065,27.349,0.9354,14.834,0.029296,0.0,43867.0,21770.0,32409.0,113570.0,0.070735,1.0,1299.1,24.245,-3.1093,6.3961,1285.3,1.6525,1.092,23.548,14.768,171.05,25.103,0.55568,0.36942
1169,1169,69.394,0.011221,3302.2,68.616,0.011297,91360.0,68.616,0.011297,90338.0,2.9592,0.024703,97.016,0.024311,97.963,54.765,0.024658,1525.1,1510.2,61350.0,14.645,68415,127860.0,60379.0,14.646,69235,119.77,119.96,0.88326,1.3049,0.020721,0.046562,0.88391,0.9889,1.0065,27.342,0.93545,14.831,0.029414,0.0,44273.0,21919.0,32562.0,114340.0,0.07112,1.0,1235.0,24.246,-3.0376,6.3832,1245.4,1.5136,0.96839,23.542,14.764,171.04,25.102,0.56023,0.37245
1170,1170,59.874,-0.054668,3145.5,59.238,-0.055026,85762.0,59.238,-0.055026,84893.0,2.7434,-0.040621,97.297,-0.07788,98.155,57.207,-0.07921,1570.2,1555.6,52945.0,-71.336,64300,114220.0,52126.0,-71.338,64993,122.88,123.0,0.88356,1.3049,0.020444,0.0436,0.88398,0.98947,1.0065,26.977,0.93618,14.625,0.028715,0.0,44470.0,21956.0,32627.0,114670.0,0.071337,1.0,1092.5,23.924,-3.2307,6.3673,1117.4,1.2678,0.81948,23.543,14.765,171.04,25.102,0.55789,0.37089
1171,1171,41.634,-0.7055,2677.0,41.238,-0.71015,70861.0,41.238,-0.71015,70274.0,1.9729,-0.043477,98.071,-1.8024,98.505,67.851,-1.8321,1778.2,1764.0,36832.0,-920.65,53237,84573.0,36287.0,-920.68,53700,128.48,128.48,0.88408,1.305,0.019889,0.03638,0.88408,0.99051,1.0066,26.245,0.93772,14.212,0.027501,0.0,44695.0,22026.0,32693.0,115070.0,0.071646,1.0,862.53,23.289,-3.5175,6.3577,873.92,1.0694,0.72752,23.553,14.772,171.05,25.103,0.54743,0.36394
1172,1172,33.0,-0.73802,2390.8,32.707,-0.74291,62422.0,32.707,-0.74291,61963.0,2.2027,-0.047192,97.845,-2.2045,98.683,86.204,-2.2399,2224.1,2210.0,29204.0,-963.12,46944,78366.0,28780.0,-963.14,47305,132.14,132.14,0.88439,1.305,0.019641,0.038083,0.88439,0.99107,1.0066,25.918,0.93835,14.028,0.02678,0.0,44655.0,22010.0,32740.0,115070.0,0.071641,1.0,787.74,22.994,-3.7557,6.3382,788.01,0.92617,0.6357,23.565,14.779,171.05,25.103,0.53566,0.35611
1173,1173,54.057,-0.5816,2595.8,53.577,-0.58548,68277.0,53.577,-0.58548,67522.0,3.2977,-0.035333,96.738,-1.0094,98.007,53.509,-1.0255,1403.7,1389.6,47845.0,-759.03,51147,101420.0,47145.0,-759.05,51742,133.93,133.95,0.88452,1.3051,0.019709,0.047773,0.88456,0.99115,1.0067,26.007,0.93802,14.077,0.026485,0.0,44327.0,21910.0,32573.0,114410.0,0.071225,1.0,831.6,23.045,-3.9804,6.3295,822.84,1.0214,0.68231,23.572,14.783,171.06,25.105,0.53113,0.3531
1174,1174,96.545,-0.84858,2939.8,95.629,-0.85426,79544.0,95.629,-0.85426,78166.0,5.2395,-0.045655,94.806,-0.87532,96.86,31.401,-0.88975,849.28,834.87,85441.0,-1107.5,59184,146310.0,84148.0,-1107.5,60281,131.73,131.73,0.8843,1.3051,0.020146,0.064835,0.8843,0.99055,1.0067,26.584,0.93667,14.401,0.026976,0.0,43815.0,21740.0,32382.0,113440.0,0.070636,1.0,1030.6,23.52,-4.014,6.3137,1010.8,1.3593,0.90029,23.573,14.784,171.07,25.106,0.53581,0.35621
1175,1175,113.59,-1.1242,3194.5,112.42,-1.1316,87902.0,112.42,-1.1316,86257.0,5.3847,-0.014727,94.63,-0.99883,96.597,28.462,-1.016,783.48,768.84,100480.0,-1467.1,65298,163690.0,98925.0,-1467.1,66615,126.17,126.17,0.88383,1.305,0.020462,0.066762,0.88383,0.98975,1.0066,27.001,0.93592,14.636,0.028081,0.0,43711.0,21718.0,32395.0,113320.0,0.070524,1.0,1198.2,23.905,-3.6089,6.3003,1190.9,1.686,1.1186,23.565,14.779,171.07,25.105,0.54631,0.36319
1176,1176,111.52,-0.73986,3308.1,110.33,-0.74471,91422.0,110.33,-0.74471,89798.0,5.2804,-0.069156,94.789,-0.66215,96.761,29.967,-0.67378,831.53,816.81,98622.0,-965.46,67980,165550.0,97081.0,-965.48,69282,122.23,122.23,0.88349,1.3049,0.02057,0.065248,0.88349,0.98929,1.0066,27.144,0.9358,14.719,0.028874,0.0,43841.0,21731.0,32452.0,113550.0,0.070714,1.0,1234.7,24.062,-3.2344,6.2845,1228.6,1.7309,1.1333,23.554,14.772,171.05,25.104,0.55313,0.36772
1177,1177,103.77,-1.0328,3382.5,102.61,-1.0396,94380.0,102.61,-1.0396,92852.0,4.4108,-0.052034,95.641,-1.0182,97.052,33.196,-1.0367,927.04,912.15,91745.0,-1347.7,70296,157870.0,90289.0,-1347.8,71523,119.56,119.56,0.88323,1.3049,0.020802,0.058175,0.88323,0.98881,1.0065,27.449,0.93519,14.891,0.029477,0.0,44026.0,21808.0,32472.0,113890.0,0.070913,1.0,1311.0,24.333,-3.0634,6.27,1313.5,1.6288,1.0829,23.546,14.767,171.04,25.102,0.55732,0.37051
1178,1178,55.364,-0.29421,3190.5,54.764,-0.29613,87475.0,54.764,-0.29613,86668.0,2.3697,0.068885,97.561,-0.66069,98.314,62.063,-0.67238,1704.2,1689.5,48954.0,-383.91,65645,113760.0,48189.0,-383.92,66291,121.29,121.34,0.88341,1.3049,0.020582,0.041913,0.88358,0.98919,1.0065,27.159,0.93582,14.727,0.029066,0.0,44344.0,21969.0,32599.0,114520.0,0.0713,1.0,1173.9,24.085,-3.1315,6.252,1177.4,1.3725,0.89876,23.542,14.765,171.04,25.102,0.55908,0.37168
1179,1179,40.631,0.40472,2920.3,40.212,0.40738,78759.0,40.212,0.40738,78174.0,1.9244,0.020619,98.055,1.2778,98.651,88.632,1.2988,2443.6,2429.1,35933.0,528.13,59221,93044.0,35384.0,528.14,59685,124.55,126.24,0.88372,1.3049,0.02027,0.037151,0.88922,0.98979,1.0066,26.748,0.93667,14.495,0.028342,0.0,44566.0,22014.0,32632.0,114890.0,0.07153,1.0,1006.5,23.726,-3.3152,6.246,1030.3,1.1817,0.73382,23.547,14.768,171.04,25.102,0.55463,0.36872
1180,1180,30.229,0.59717,2398.0,29.949,0.60111,63176.0,29.949,0.60111,62752.0,1.819,0.00032668,98.181,2.1633,98.758,99.236,2.1973,2707.4,2693.2,26745.0,779.29,47542,74051.0,26353.0,779.31,47876,129.59,132.55,0.88418,1.305,0.019833,0.03556,0.89346,0.99067,1.0066,26.171,0.93784,14.17,0.027284,0.0,44648.0,22033.0,32708.0,115100.0,0.071695,1.0,823.86,23.218,-3.6028,6.2307,832.49,1.034,0.6354,23.557,14.774,171.05,25.103,0.54457,0.36203
1181,1181,34.137,0.11048,2459.6,33.832,0.11121,64390.0,33.832,0.11121,63914.0,2.0662,0.03263,97.901,0.39462,98.629,73.356,0.40075,1946.5,1932.5,30210.0,144.17,48422,79822.0,29771.0,144.18,48797,132.55,133.36,0.88442,1.305,0.019692,0.037978,0.88694,0.99105,1.0066,25.985,0.93815,14.065,0.026722,0.0,44530.0,22006.0,32652.0,114830.0,0.071451,1.0,783.14,23.042,-3.8279,6.212,782.3,0.98571,0.63392,23.567,14.78,171.06,25.104,0.53482,0.35555
1182,1182,74.712,-0.72431,2713.7,74.033,-0.72916,72274.0,74.033,-0.72916,71221.0,4.3555,-0.084952,95.729,-0.92968,97.358,37.972,-0.9447,1009.7,995.45,66125.0,-945.29,53939,121110.0,65145.0,-945.32,54771,133.39,133.39,0.88446,1.3051,0.019884,0.056448,0.88446,0.99094,1.0067,26.238,0.93746,14.207,0.026622,0.0,44140.0,21826.0,32527.0,114050.0,0.070992,1.0,891.37,23.232,-4.0287,6.1994,873.53,1.1513,0.76495,23.572,14.784,171.06,25.105,0.53315,0.35444
1183,1183,103.57,-1.234,3057.6,102.54,-1.2422,83618.0,102.54,-1.2422,82125.0,5.3169,-0.0089679,94.692,-1.1893,96.771,30.541,-1.2094,832.82,818.27,91640.0,-1610.4,62177,155940.0,90232.0,-1610.4,63368,129.3,129.3,0.88409,1.3051,0.020351,0.06616,0.88409,0.99014,1.0067,26.855,0.93611,14.554,0.027467,0.0,43717.0,21725.0,32352.0,113260.0,0.070501,1.0,1119.5,23.757,-3.8801,6.188,1102.1,1.4885,0.99799,23.57,14.782,171.07,25.106,0.54081,0.35953
1184,1184,108.61,-0.18253,3246.5,107.47,-0.18373,89466.0,107.47,-0.18373,87889.0,5.1415,0.0028435,94.856,-0.16725,96.77,30.161,-0.17015,838.55,823.87,96063.0,-238.19,66537,161960.0,94570.0,-238.2,67800,123.99,124.07,0.88364,1.3049,0.020516,0.064931,0.8839,0.9895,1.0066,27.072,0.93587,14.678,0.028514,0.0,43739.0,21735.0,32418.0,113390.0,0.070564,1.0,1203.5,23.986,-3.4004,6.1787,1201.6,1.7399,1.1162,23.56,14.776,171.06,25.105,0.55055,0.36601
1185,1185,108.86,-0.35677,3333.1,107.67,-0.35911,92618.0,107.67,-0.35911,91023.0,5.0381,-0.052734,95.015,-0.31841,96.848,30.945,-0.32413,866.56,851.75,96261.0,-465.55,68908,165050.0,94745.0,-465.56,70188,120.86,120.88,0.88336,1.3049,0.020695,0.06348,0.88343,0.98904,1.0065,27.308,0.93547,14.811,0.029183,0.0,43872.0,21750.0,32430.0,113570.0,0.070634,1.0,1278.1,24.207,-3.1511,6.1544,1264.4,1.7042,1.1032,23.55,14.769,171.05,25.103,0.55525,0.36914
1186,1186,71.028,-0.37248,3130.1,70.213,-0.37491,87300.0,70.213,-0.37491,86246.0,3.1435,-0.0065555,96.863,-0.47324,97.906,74.536,-0.48181,2062.8,2047.9,62790.0,-486.04,65311,126380.0,61784.0,-486.06,66158,118.99,118.99,0.88318,1.3049,0.020833,0.047857,0.88319,0.98872,1.0065,27.491,0.93513,14.915,0.029606,0.0,44289.0,21908.0,32617.0,114410.0,0.071206,1.0,1261.4,24.372,-3.0133,6.1409,1277.4,1.5476,1.0067,23.542,14.764,171.04,25.102,0.56113,0.37304
1187,1187,55.913,0.13691,3094.6,55.322,0.13781,84388.0,55.322,0.13781,83577.0,2.4207,0.012852,97.566,0.29394,98.227,56.538,0.29895,1561.5,1546.8,49442.0,178.66,63306,107720.0,48680.0,178.66,63951,123.05,123.54,0.88357,1.3049,0.020462,0.04152,0.88521,0.98947,1.0066,27.0,0.93611,14.638,0.028686,0.0,44446.0,21970.0,32629.0,114660.0,0.071365,1.0,1056.7,23.941,-3.2611,6.1282,1075.4,1.2636,0.80372,23.542,14.765,171.04,25.102,0.5595,0.37196
1188,1188,29.36,-0.13066,2578.0,29.077,-0.13152,68398.0,29.077,-0.13152,67982.0,1.6496,0.028935,98.321,-0.34485,98.888,92.143,-0.3506,2459.3,2445.0,25972.0,-170.51,51506,77409.0,25586.0,-170.51,51834,128.16,128.35,0.88405,1.305,0.019979,0.034604,0.88463,0.9904,1.0066,26.364,0.93743,14.279,0.027583,0.0,44634.0,22039.0,32681.0,115020.0,0.071588,1.0,850.6,23.385,-3.5377,6.1138,859.79,1.0541,0.68545,23.553,14.772,171.05,25.103,0.5485,0.36465
1189,1189,41.97,-0.34319,2531.9,41.582,-0.34547,66860.0,41.582,-0.34547,66271.0,2.403,-0.052729,97.65,-0.79622,98.398,66.331,-0.80906,1751.9,1737.7,37136.0,-447.87,50205,85530.0,36590.0,-447.88,50668,131.08,131.11,0.88429,1.305,0.019834,0.039929,0.88439,0.99079,1.0066,26.173,0.93775,14.171,0.027018,0.0,44600.0,21992.0,32669.0,114900.0,0.071514,1.0,800.81,23.205,-3.7604,6.0976,803.95,0.98503,0.65022,23.563,14.778,171.05,25.104,0.53916,0.35844
1190,1190,60.496,-0.75882,2591.5,59.943,-0.76389,68823.0,59.943,-0.76389,67970.0,3.7284,-0.06126,96.333,-0.98928,97.791,50.321,-1.0054,1333.6,1319.4,53539.0,-990.32,51482,108550.0,52747.0,-990.35,52155,132.89,132.92,0.88442,1.3051,0.01987,0.051315,0.88451,0.99091,1.0067,26.22,0.93753,14.196,0.026704,0.0,44260.0,21874.0,32565.0,114290.0,0.07116,1.0,849.9,23.222,-3.9702,6.0887,834.42,1.0803,0.72039,23.57,14.782,171.06,25.105,0.53567,0.35611
1191,1191,106.23,-1.374,2993.2,105.19,-1.3832,81781.0,105.19,-1.3832,80252.0,5.6393,-0.052081,94.413,-1.2905,96.624,29.177,-1.3123,793.92,779.4,94001.0,-1793.2,60757,156470.0,92562.0,-1793.2,61976,129.95,129.95,0.88414,1.3051,0.020315,0.068359,0.88414,0.99023,1.0067,26.806,0.9362,14.526,0.027339,0.0,43719.0,21704.0,32405.0,113330.0,0.070559,1.0,1086.3,23.712,-3.9274,6.0729,1066.3,1.4183,0.9559,23.57,14.782,171.07,25.106,0.54023,0.35915
1192,1192,111.35,-0.86871,3256.0,110.19,-0.87445,89834.0,110.19,-0.87445,88215.0,5.2717,-0.010743,94.739,-0.78884,96.718,29.566,-0.80252,817.84,803.16,98494.0,-1133.7,66783,164280.0,96961.0,-1133.7,68078,124.75,124.75,0.8837,1.305,0.020531,0.065897,0.8837,0.98956,1.0066,27.093,0.93577,14.689,0.028371,0.0,43731.0,21722.0,32396.0,113370.0,0.070599,1.0,1207.5,23.993,-3.494,6.0639,1205.2,1.7408,1.142,23.561,14.777,171.06,25.105,0.55007,0.36569
1193,1193,101.05,-0.16139,3297.8,99.964,-0.16245,91136.0,99.964,-0.16245,89662.0,4.5737,0.0083209,95.418,-0.15931,97.031,32.777,-0.16211,914.26,899.52,89361.0,-210.6,67884,156710.0,87963.0,-210.61,69065,122.0,122.03,0.88347,1.3049,0.020604,0.060176,0.88358,0.98923,1.0066,27.188,0.9357,14.744,0.02893,0.0,43866.0,21782.0,32399.0,113590.0,0.070737,1.0,1245.0,24.1,-3.2276,6.0437,1235.8,1.7129,1.1038,23.552,14.771,171.05,25.103,0.55482,0.36885
1194,1194,105.1,-0.83868,3372.8,103.92,-0.84415,94031.0,103.92,-0.84415,92483.0,4.6759,-0.14867,95.473,-0.89898,97.014,34.189,-0.91522,952.21,937.34,92919.0,-1094.4,70016,158000.0,91446.0,-1094.4,71259,119.81,119.81,0.88326,1.3049,0.020779,0.059198,0.88326,0.98885,1.0065,27.419,0.93525,14.874,0.02942,0.0,44156.0,21799.0,32521.0,114020.0,0.070969,1.0,1285.7,24.306,-3.0785,6.0286,1298.3,1.5874,1.0571,23.545,14.766,171.04,25.102,0.55829,0.37115
1195,1195,73.908,-1.7501,3198.8,73.117,-1.7616,87659.0,73.117,-1.7616,86583.0,3.2871,-0.036345,96.749,-2.3384,97.82,50.773,-2.3801,1368.9,1354.2,65357.0,-2283.7,65570,127340.0,64339.0,-2283.8,66430,122.46,122.46,0.88352,1.3049,0.020506,0.048406,0.88352,0.98937,1.0065,27.059,0.936,14.671,0.028811,0.0,44315.0,21904.0,32610.0,114440.0,0.071193,1.0,1164.7,23.993,-3.221,6.0164,1165.1,1.33,0.92952,23.544,14.766,171.04,25.102,0.5579,0.3709
1196,1196,44.986,-0.56295,2952.1,44.533,-0.56664,79335.0,44.533,-0.56664,78691.0,2.1127,0.011302,97.876,-1.2125,98.526,70.016,-1.2333,1876.2,1861.8,39789.0,-734.61,59611,96315.0,39187.0,-734.63,60122,125.72,125.72,0.88382,1.3049,0.020194,0.038585,0.88382,0.98997,1.0066,26.648,0.93685,14.439,0.028098,0.0,44544.0,22001.0,32694.0,114870.0,0.071499,1.0,992.46,23.634,-3.3995,6.002,1012.0,1.1868,0.78785,23.549,14.769,171.05,25.102,0.55239,0.36723
1197,1197,33.757,0.013171,2574.0,33.444,0.013261,67843.0,33.444,0.013261,67369.0,2.0026,0.021075,97.976,0.042709,98.716,80.945,0.043229,2153.4,2139.3,29868.0,17.191,51040,82715.0,29429.0,17.192,51413,130.34,130.82,0.88423,1.305,0.019833,0.037415,0.88576,0.99073,1.0066,26.171,0.9378,14.17,0.027149,0.0,44565.0,22011.0,32676.0,114920.0,0.071508,1.0,844.03,23.211,-3.6823,5.9908,848.3,1.039,0.67166,23.559,14.775,171.05,25.103,0.54304,0.36101
1198,1198,46.424,0.21897,2597.4,46.007,0.22043,68375.0,46.007,0.22043,67726.0,2.7286,-0.034639,97.306,0.46432,98.235,56.014,0.47161,1494.8,1480.6,41084.0,285.76,51305,92390.0,40483.0,285.77,51817,132.79,133.47,0.88443,1.305,0.01976,0.042908,0.88655,0.99101,1.0067,26.074,0.93791,14.115,0.026698,0.0,44485.0,21964.0,32683.0,114770.0,0.07143,1.0,817.69,23.11,-3.8932,5.981,820.26,1.0649,0.68063,23.568,14.781,171.06,25.104,0.53563,0.35609
1199,1199,63.081,-0.6865,2699.1,62.513,-0.6911,71600.0,62.513,-0.6911,70712.0,3.7282,-0.035662,96.307,-1.0122,97.761,46.202,-1.0285,1222.8,1208.6,55834.0,-895.95,53558,112860.0,55008.0,-895.97,54260,134.01,134.04,0.88451,1.3051,0.019847,0.051624,0.88458,0.99103,1.0067,26.189,0.93755,14.179,0.026504,0.0,44208.0,21873.0,32542.0,114190.0,0.071068,1.0,891.26,23.188,-4.0706,5.9707,873.83,1.1603,0.77143,23.573,14.784,171.06,25.105,0.53396,0.35498
1200,1200,98.496,-0.63083,3030.5,97.539,-0.63505,82489.0,97.539,-0.63505,81075.0,4.9475,0.015017,95.037,-0.67134,96.879,31.213,-0.68246,851.51,837.02,87160.0,-823.28,61385,149120.0,85829.0,-823.31,62512,130.35,130.39,0.88418,1.3051,0.02027,0.063205,0.8843,0.99031,1.0067,26.748,0.93632,14.493,0.027256,0.0,43773.0,21756.0,32407.0,113410.0,0.070595,1.0,1095.6,23.662,-3.943,5.9549,1080.9,1.4324,0.93418,23.572,14.783,171.07,25.106,0.53948,0.35865
1201,1201,111.81,0.18387,3245.6,110.65,0.18509,89347.0,110.65,0.18509,87725.0,5.3858,-0.022871,94.637,0.16659,96.665,29.047,0.16942,809.38,794.73,98902.0,239.95,66411,165250.0,97366.0,239.96,67709,124.69,124.96,0.8837,1.305,0.020483,0.066681,0.8846,0.9896,1.0066,27.029,0.93594,14.653,0.028371,0.0,43726.0,21718.0,32445.0,113400.0,0.070613,1.0,1217.5,23.944,-3.4583,5.9379,1210.5,1.7264,1.0988,23.562,14.777,171.06,25.105,0.54888,0.3649
1202,1202,103.15,0.3139,3410.8,102.03,0.31596,94437.0,102.03,0.31596,92928.0,4.7608,0.026978,95.212,0.31264,97.059,33.418,0.31814,937.9,923.13,91216.0,409.61,70354,165590.0,89780.0,409.62,71567,121.25,121.66,0.8834,1.3049,0.020645,0.062064,0.88482,0.98912,1.0065,27.243,0.93561,14.774,0.029092,0.0,43790.0,21761.0,32466.0,113520.0,0.070673,1.0,1307.5,24.151,-3.1655,5.92,1293.0,1.7395,1.0991,23.551,14.77,171.05,25.103,0.55411,0.36837
1203,1203,75.138,0.015392,3354.9,74.271,0.01549,93222.0,74.271,0.01549,92105.0,2.9245,0.035601,97.04,0.25709,97.876,67.013,0.26145,1867.9,1853.0,66425.0,20.081,69745,129490.0,65354.0,20.082,70646,118.94,119.38,0.88318,1.3048,0.020783,0.046455,0.8847,0.98876,1.0065,27.424,0.9353,14.877,0.029605,0.0,44260.0,21918.0,32590.0,114390.0,0.071245,1.0,1316.2,24.321,-2.9755,5.9089,1334.7,1.5943,1.01,23.542,14.765,171.04,25.102,0.56021,0.37243
1204,1204,48.272,0.2201,3044.7,47.777,0.22155,82131.0,47.777,0.22155,81439.0,2.1666,-0.00062206,97.834,0.47774,98.436,63.879,0.48577,1748.7,1734.2,42692.0,287.22,61690,101210.0,42042.0,287.22,62241,124.33,124.99,0.8837,1.3049,0.020263,0.038962,0.88589,0.98978,1.0066,26.739,0.9367,14.49,0.028382,0.0,44550.0,22000.0,32645.0,114830.0,0.071447,1.0,1051.3,23.721,-3.2867,5.8994,1070.7,1.2344,0.77906,23.544,14.766,171.04,25.102,0.55664,0.37006
1205,1205,34.834,-0.19134,2635.9,34.509,-0.19261,69455.0,34.509,-0.19261,68966.0,2.0114,-0.035359,98.024,-0.52964,98.706,77.75,-0.53818,2057.5,2043.3,30820.0,-249.7,52249,82867.0,30366.0,-249.71,52635,129.66,129.95,0.88418,1.305,0.019825,0.036756,0.8851,0.99068,1.0066,26.161,0.93786,14.165,0.027269,0.0,44676.0,22022.0,32710.0,115090.0,0.071576,1.0,858.72,23.21,-3.6056,5.8824,869.5,1.013,0.66756,23.556,14.774,171.05,25.103,0.54372,0.36147
1206,1206,31.916,-0.23458,2428.0,31.634,-0.23613,63277.0,31.634,-0.23613,62834.0,1.8995,0.035895,98.065,-0.73897,98.718,80.77,-0.75078,2107.7,2093.7,28246.0,-306.13,47604,76307.0,27837.0,-306.13,47953,133.18,133.36,0.88448,1.305,0.019611,0.0365,0.88503,0.99119,1.0066,25.878,0.93839,14.005,0.026591,0.0,44564.0,22024.0,32657.0,114880.0,0.071471,1.0,787.2,22.952,-3.8447,5.873,787.83,0.95804,0.63046,23.568,14.781,171.06,25.104,0.5341,0.35507
1207,1207,63.363,-0.36047,2647.6,62.802,-0.36288,69831.0,62.802,-0.36288,68945.0,3.875,-0.085816,96.211,-0.43825,97.695,44.716,-0.44525,1183.7,1169.6,56085.0,-470.45,52220,111210.0,55262.0,-470.46,52920,134.43,134.63,0.88455,1.3051,0.01973,0.052137,0.88517,0.99118,1.0067,26.034,0.93793,14.092,0.026404,0.0,44274.0,21871.0,32581.0,114330.0,0.071143,1.0,859.94,23.062,-4.0432,5.8557,845.32,1.0792,0.70788,23.574,14.785,171.06,25.105,0.53059,0.35274
1208,1208,94.9,-0.67035,3042.3,93.992,-0.67483,82336.0,93.992,-0.67483,80979.0,4.9065,0.038245,95.055,-0.72048,97.008,33.075,-0.73234,895.86,881.45,83983.0,-874.86,61315,147230.0,82708.0,-874.89,62396,131.15,131.15,0.88425,1.3051,0.020168,0.063054,0.88425,0.99047,1.0067,26.613,0.93663,14.417,0.027088,0.0,43736.0,21750.0,32375.0,113380.0,0.070628,1.0,1075.4,23.548,-3.9653,5.8458,1057.7,1.4186,0.92806,23.573,14.784,171.07,25.106,0.53625,0.3565
1209,1209,103.4,0.50132,3227.7,102.33,0.50462,88511.0,102.33,0.50462,87016.0,4.7754,0.03894,95.186,0.48949,96.88,31.142,0.49781,867.21,852.6,91461.0,654.2,65879,155750.0,90046.0,654.22,67076,125.24,125.88,0.88376,1.305,0.02043,0.062158,0.88589,0.9897,1.0066,26.959,0.93609,14.614,0.028252,0.0,43763.0,21760.0,32422.0,113460.0,0.070672,1.0,1199.5,23.883,-3.4872,5.8266,1194.7,1.7214,1.0777,23.564,14.778,171.06,25.105,0.54653,0.36334
1210,1210,97.396,0.21683,3307.1,96.352,0.21825,91162.0,96.352,0.21825,89744.0,4.5739,-0.0068255,95.433,0.22305,97.133,34.015,0.22692,949.93,935.22,86128.0,282.94,67949,155020.0,84785.0,282.95,69085,122.06,122.35,0.88348,1.3049,0.020565,0.059946,0.88446,0.98928,1.0065,27.136,0.93583,14.714,0.028906,0.0,43906.0,21785.0,32444.0,113640.0,0.070773,1.0,1221.2,24.058,-3.2114,5.8212,1215.3,1.6802,1.0682,23.553,14.771,171.05,25.103,0.55251,0.36731
1211,1211,91.338,-0.2201,3377.7,90.313,-0.22154,94119.0,90.313,-0.22154,92772.0,3.7889,-0.019091,96.23,-0.24448,97.381,40.261,-0.24887,1129.1,1114.2,80753.0,-287.21,70245,145100.0,79471.0,-287.22,71326,119.63,119.64,0.88324,1.3049,0.020811,0.053242,0.88328,0.9888,1.0065,27.462,0.93516,14.898,0.029466,0.0,44130.0,21853.0,32498.0,114050.0,0.071029,1.0,1274.1,24.342,-3.0769,5.8007,1285.4,1.5702,1.0128,23.545,14.767,171.04,25.102,0.55761,0.3707
1212,1212,65.869,-0.022125,3116.3,65.153,-0.022271,85628.0,65.153,-0.022271,84665.0,3.2699,-0.030987,96.761,-0.013335,97.95,58.775,-0.013587,1625.6,1610.8,58242.0,-28.872,64121,125940.0,57331.0,-28.873,64891,121.83,121.95,0.88345,1.3049,0.020579,0.048396,0.88385,0.98924,1.0065,27.156,0.9358,14.725,0.028958,0.0,44306.0,21906.0,32594.0,114400.0,0.071214,1.0,1154.7,24.076,-3.192,5.7869,1157.1,1.365,0.87823,23.543,14.765,171.04,25.102,0.55939,0.37188
1213,1213,45.855,-0.55397,2851.4,45.398,-0.55761,76424.0,45.398,-0.55761,75769.0,2.2691,-0.060356,97.791,-1.2401,98.448,65.083,-1.261,1737.9,1723.5,40558.0,-722.9,57398,93742.0,39947.0,-722.92,57916,126.16,126.16,0.88387,1.3049,0.020128,0.038951,0.88387,0.99008,1.0066,26.56,0.93705,14.39,0.027997,0.0,44648.0,22002.0,32714.0,115000.0,0.071522,1.0,930.92,23.561,-3.4084,5.776,951.02,1.1487,0.77224,23.549,14.769,171.04,25.102,0.55299,0.36763
