,Time,qo_lc[m3/d],qw_lc[m3/d],qg_lc[m3/d],qo_sc[Sm3/d],qw_sc[Sm3/d],qg_sc[Sm3/d],qo_scnp[Sm3/d],qw_scnp[Sm3/d],qg_scnp[Sm3/d],Fo_lc[%],Fw_lc[%],Fg_lc[%],WLR[%],GVF[%],GLR[m3/m3],BSW[%],GOR[Sm3/Sm3],GOR1[Sm3/Sm3],mo_lc[kg/d],mw_lc[kg/d],mg_lc[kg/d],m_lc[kg/d],mo_sc[kg/d],mw_sc[kg/d],mg_sc[kg/d],Mu_o_lc[cP],Mu_l_lc[cP],Do_lc[g/cm3],Dw_lc[g/cm3],Dg_lc[g/cm3],Dm_lc[g/cm3],Dl_lc[g/cm3],bo[Sm3/m3],bw[Sm3/m3],bg[Sm3/m3],Z,Rst[Sm3/Sm3],Rwst[Sm3/Sm3],rgmp[Sm3/Sm3],N32[cps],N81[cps],N356[cps],NTotal[cps],DeadTime[s],SampleTime[s],DPV[mbar],PL[bara],TL[DegC],TAMB[DegC],Dyn_DP[mbar],OperatingPointLE[1/m],OperatingPointHE[1/m],OilPointLE[1/m],OilPointHE[1/m],WaterPointLE[1/m],WaterPointHE[1/m],GasPointLE[1/m],GasPointHE[1/m]
534,534,94.505,0.57313,3631.2,93.595,0.57668,92345.0,93.595,0.57668,91075.0,3.8921,0.040564,96.067,0.59091,97.449,38.356,0.60034,990.32,976.76,83565.0,747.62,68953,153380.0,82358.0,747.64,69981,117.97,118.68,0.88331,1.3044,0.019004,0.053166,0.88581,0.99038,1.0062,25.077,0.9413,13.561,0.029123,0.0,44036.0,21852.0,32499.0,113960.0,0.071133,1.0,1393.7,22.481,-1.7789,22.598,1378.3,1.4513,0.90838,23.545,14.767,170.98,25.093,0.50861,0.33812
535,535,54.708,0.70928,3458.3,54.188,0.71366,86721.0,54.188,0.71366,85991.0,2.2658,0.034037,97.7,1.2709,98.437,70.68,1.2907,1805.1,1791.7,48373.0,925.2,65130,112660.0,47682.0,925.23,65720,118.43,119.98,0.88337,1.3044,0.018834,0.038859,0.88874,0.99059,1.0062,24.852,0.94184,13.435,0.028955,0.0,44483.0,22000.0,32596.0,114720.0,0.071594,1.0,1276.6,22.297,-1.729,22.577,1288.4,1.322,0.81166,23.543,14.765,170.98,25.093,0.51157,0.3401
536,536,69.938,0.66067,3490.4,69.282,0.66475,87531.0,69.282,0.66475,86600.0,2.9879,-0.00095272,97.013,0.93726,98.028,51.795,0.95179,1321.2,1307.8,61842.0,861.79,65584,127110.0,60964.0,861.82,66333,118.83,120.01,0.88341,1.3044,0.018799,0.044619,0.88749,0.99066,1.0062,24.806,0.94193,13.409,0.028865,0.0,44361.0,21942.0,32529.0,114430.0,0.071396,1.0,1247.3,22.255,-1.7545,22.561,1261.1,1.1894,0.74789,23.544,14.766,170.98,25.093,0.50961,0.33879
537,537,45.375,0.15193,3099.5,44.986,0.15287,75538.0,44.986,0.15287,74950.0,2.1106,0.017211,97.872,0.34688,98.557,69.059,0.352,1702.6,1689.6,40131.0,198.18,56776,95856.0,39585.0,198.18,57245,122.19,122.69,0.88375,1.3044,0.018322,0.036808,0.88541,0.99143,1.0062,24.177,0.94333,13.055,0.028027,0.0,44583.0,22021.0,32679.0,114960.0,0.071714,1.0,1023.7,21.715,-1.8528,22.55,1036.2,1.1291,0.7164,23.548,14.768,170.98,25.093,0.5035,0.33473
538,538,47.267,0.31627,2929.8,46.881,0.31823,70605.0,46.881,0.31823,70000.0,2.4015,-0.0013021,97.6,0.66457,98.404,63.035,0.67413,1541.6,1528.7,41811.0,412.56,53026,94462.0,41253.0,412.57,53506,124.35,125.21,0.88395,1.3045,0.018106,0.038883,0.88679,0.99184,1.0062,23.892,0.94393,12.895,0.027548,0.0,44552.0,22000.0,32708.0,114900.0,0.071657,1.0,943.18,21.464,-1.9651,22.536,945.56,1.0258,0.64819,23.555,14.773,170.98,25.093,0.49365,0.32818
539,539,68.746,0.037751,3026.2,68.183,0.037987,73478.0,68.183,0.037987,72593.0,3.5961,0.0027569,96.401,0.049005,97.793,46.505,0.049722,1136.0,1123.0,60818.0,49.246,54978,119150.0,59997.0,49.248,55683,125.21,125.41,0.88401,1.3045,0.018175,0.049345,0.88468,0.99185,1.0062,23.983,0.94365,12.946,0.027435,0.0,44218.0,21890.0,32559.0,114290.0,0.071328,1.0,999.07,21.528,-2.1049,22.514,985.99,1.1122,0.71505,23.56,14.776,170.99,25.094,0.48936,0.32533
540,540,105.11,-0.22648,3286.4,104.2,-0.2279,81811.0,104.2,-0.2279,80432.0,5.1312,-0.015383,94.884,-0.22243,96.913,31.743,-0.22576,794.61,781.39,92984.0,-295.45,60890,158130.0,91689.0,-295.46,61998,123.73,123.77,0.88385,1.3045,0.018545,0.062747,0.88398,0.99136,1.0063,24.472,0.94249,13.22,0.027863,0.0,43834.0,21759.0,32467.0,113590.0,0.070895,1.0,1202.3,21.935,-2.1696,22.501,1183.1,1.4055,0.90832,23.56,14.776,170.99,25.095,0.49389,0.32834
541,541,127.41,-0.60705,3554.5,126.24,-0.61082,90032.0,126.24,-0.61082,88336.0,5.6001,-0.053628,94.454,-0.46763,96.558,28.22,-0.47499,718.06,704.63,112690.0,-791.87,66856,177450.0,111080.0,-791.89,68229,120.24,120.24,0.88353,1.3045,0.018833,0.066567,0.88353,0.99076,1.0062,24.851,0.94173,13.434,0.02862,0.0,43776.0,21720.0,32433.0,113460.0,0.070763,1.0,1369.6,22.276,-1.944,22.481,1361.7,1.6616,1.0821,23.554,14.772,170.99,25.095,0.50309,0.33446
542,542,145.9,-0.95273,3697.2,144.4,-0.9586,96071.0,144.4,-0.9586,94078.0,5.8794,-0.01946,94.14,-0.62565,96.244,26.24,-0.63615,682.64,668.87,128990.0,-1242.7,71175,196830.0,127070.0,-1242.8,72805,115.38,115.38,0.88305,1.3044,0.019275,0.06981,0.88305,0.98986,1.0062,25.435,0.94056,13.762,0.029756,0.0,43624.0,21686.0,32355.0,113160.0,0.070541,1.0,1595.1,22.796,-1.6261,22.459,1567.8,1.7521,1.1447,23.545,14.767,170.99,25.094,0.5111,0.33978
543,543,67.038,-0.39365,3748.8,66.374,-0.39606,94707.0,66.374,-0.39606,93807.0,2.6959,-0.039874,97.344,-0.59827,98.266,58.077,-0.60794,1468.3,1454.8,59261.0,-513.45,71042,130270.0,58406.0,-513.47,71771,115.53,115.53,0.8831,1.3043,0.018952,0.041735,0.8831,0.99018,1.0061,25.008,0.94162,13.523,0.029567,0.0,44518.0,21971.0,32614.0,114760.0,0.071537,1.0,1361.3,22.455,-1.4456,22.448,1401.5,1.5732,1.0286,23.536,14.761,170.98,25.092,0.51811,0.34444
544,544,44.012,0.010137,3196.6,43.622,0.010201,78136.0,43.622,0.010201,77564.0,1.8505,0.051696,98.098,0.15016,98.652,77.816,0.1522,1921.6,1908.5,38919.0,13.224,58756,94878.0,38385.0,13.224,59213,120.12,120.66,0.88356,1.3044,0.018382,0.035058,0.8854,0.99118,1.0061,24.257,0.94324,13.1,0.028426,0.0,44580.0,22038.0,32669.0,114970.0,0.071732,1.0,1080.8,21.801,-1.6472,22.429,1097.3,1.1191,0.71861,23.54,14.763,170.97,25.092,0.50834,0.33795
545,545,47.19,0.34514,2985.9,46.795,0.34726,72048.0,46.795,0.34726,71443.0,2.3186,-0.027579,97.709,0.72452,98.435,63.611,0.73506,1558.7,1545.8,41736.0,450.2,54119,94122.0,41177.0,450.21,54600,122.48,123.41,0.88379,1.3044,0.018131,0.037848,0.88691,0.99164,1.0062,23.925,0.94395,12.914,0.027883,0.0,44621.0,22011.0,32659.0,114930.0,0.071693,1.0,966.66,21.51,-1.7657,22.424,974.11,1.0087,0.63813,23.551,14.77,170.98,25.092,0.49506,0.32912
546,546,55.41,-0.43947,2938.0,54.954,-0.44219,70860.0,54.954,-0.44219,70150.0,3.0605,-0.049571,96.989,-0.68654,98.188,58.927,-0.69662,1421.2,1408.3,49013.0,-573.26,53135,106590.0,48357.0,-573.28,53699,123.88,123.92,0.88391,1.3044,0.018089,0.043949,0.88407,0.99181,1.0062,23.87,0.94401,12.883,0.027621,0.0,44468.0,21952.0,32612.0,114670.0,0.071514,1.0,964.63,21.451,-1.9001,22.414,954.12,1.0092,0.66752,23.556,14.774,170.98,25.093,0.48912,0.32517
547,547,95.136,-1.8395,3167.0,94.335,-1.8509,77937.0,94.335,-1.8509,76703.0,4.5264,-0.052296,95.526,-1.9686,97.14,34.152,-1.9983,831.02,817.95,84162.0,-2399.6,58075,139830.0,83010.0,-2399.6,59062,124.15,124.15,0.88391,1.3045,0.018353,0.056859,0.88391,0.99159,1.0062,24.217,0.94312,13.077,0.0277,0.0,44072.0,21818.0,32466.0,113940.0,0.071083,1.0,1103.5,21.727,-2.0969,22.403,1091.4,1.1964,0.82388,23.558,14.775,170.99,25.094,0.49073,0.32624
548,548,120.35,-1.5142,3453.0,119.27,-1.5237,86788.0,119.27,-1.5237,85197.0,5.4533,-0.026627,94.573,-1.2971,96.675,29.154,-1.3172,729.71,716.38,106460.0,-1975.3,64485,171400.0,104950.0,-1975.4,65770,122.19,122.19,0.88371,1.3045,0.018695,0.065525,0.88371,0.99108,1.0062,24.669,0.94208,13.331,0.028205,0.0,43762.0,21732.0,32389.0,113400.0,0.070725,1.0,1317.5,22.109,-2.0854,22.389,1299.0,1.5182,1.0148,23.557,14.774,170.99,25.095,0.49816,0.33118
549,549,114.87,0.035084,3636.4,113.79,0.035296,92170.0,113.79,0.035296,90637.0,4.802,0.044212,95.154,0.034984,96.938,32.102,0.035555,821.51,808.04,101590.0,45.759,68605,170510.0,100130.0,45.76,69849,118.69,118.9,0.88339,1.3044,0.018888,0.06097,0.88412,0.99056,1.0062,24.924,0.94164,13.475,0.028933,0.0,43795.0,21771.0,32419.0,113510.0,0.0708,1.0,1419.9,22.351,-1.794,22.374,1405.6,1.6948,1.0772,23.551,14.77,170.99,25.094,0.50617,0.33651
550,550,123.7,-0.17973,3867.4,122.4,-0.18082,100540.0,122.4,-0.18082,98843.0,4.8045,-0.087677,95.283,-0.1795,96.918,36.22,-0.18258,943.31,929.47,109350.0,-234.42,74802,179940.0,107710.0,-234.43,76193,113.97,114.09,0.88291,1.3044,0.019365,0.059726,0.88335,0.98963,1.0061,25.554,0.94035,13.829,0.030073,0.0,44038.0,21790.0,32460.0,113840.0,0.071037,1.0,1611.8,22.908,-1.507,22.357,1625.7,1.6712,1.0801,23.541,14.764,170.98,25.093,0.51468,0.34216
551,551,65.207,-1.0771,3588.9,64.594,-1.0837,89458.0,64.594,-1.0837,88596.0,2.7395,-0.07915,97.34,-1.6664,98.243,56.831,-1.6929,1406.7,1393.3,57651.0,-1405.0,67099,121850.0,56839.0,-1405.0,67793,117.46,117.46,0.8833,1.3043,0.018706,0.041373,0.8833,0.99061,1.0061,24.683,0.94232,13.34,0.029074,0.0,44591.0,21976.0,32646.0,114870.0,0.071653,1.0,1251.3,22.173,-1.5312,22.345,1270.4,1.323,0.90622,23.536,14.761,170.97,25.092,0.51626,0.34321
552,552,47.561,-0.73061,3167.9,47.148,-0.73511,77236.0,47.148,-0.73511,76621.0,2.0825,0.02412,97.893,-1.5425,98.544,67.928,-1.5661,1645.1,1632.1,42060.0,-953.0,58040,97830.0,41488.0,-953.03,58532,121.01,121.01,0.88365,1.3044,0.018328,0.036658,0.88365,0.99131,1.0062,24.185,0.94337,13.06,0.02824,0.0,44580.0,22020.0,32682.0,114940.0,0.071688,1.0,1045.5,21.734,-1.7176,22.335,1058.2,1.0221,0.68887,23.544,14.766,170.97,25.092,0.50336,0.33464
553,553,47.059,-0.12724,2908.0,46.673,-0.12803,69938.0,46.673,-0.12803,69338.0,2.6171,-0.05288,97.436,-0.25408,98.413,63.109,-0.25779,1526.7,1513.8,41624.0,-165.97,52524,96611.0,41070.0,-165.98,53001,123.53,123.59,0.88388,1.3044,0.018069,0.040048,0.88406,0.99179,1.0062,23.843,0.9441,12.868,0.02767,0.0,44595.0,21993.0,32655.0,114910.0,0.071595,1.0,931.96,21.433,-1.8479,22.32,936.76,1.0051,0.65221,23.553,14.771,170.98,25.093,0.49346,0.32805
554,554,65.56,-0.20428,3009.3,65.02,-0.20555,73008.0,65.02,-0.20555,72165.0,3.2131,0.025121,96.762,-0.29092,97.896,49.78,-0.29517,1211.8,1198.9,57995.0,-266.48,54656,112620.0,57214.0,-266.49,55327,124.38,124.49,0.88394,1.3045,0.01817,0.046309,0.88429,0.99178,1.0062,23.976,0.94372,12.942,0.027573,0.0,44277.0,21925.0,32568.0,114380.0,0.071256,1.0,1002.4,21.531,-2.0087,22.304,989.76,1.0791,0.69696,23.558,14.775,170.98,25.093,0.48888,0.32501
555,555,101.71,-0.48282,3279.9,100.84,-0.48585,81345.0,100.84,-0.48585,80016.0,4.9611,-0.04714,95.086,-0.44715,97.013,32.711,-0.45389,814.31,801.13,89983.0,-629.86,60578,152450.0,88736.0,-629.88,61645,124.11,124.11,0.88389,1.3045,0.018485,0.060812,0.8839,0.99146,1.0063,24.393,0.94267,13.176,0.027768,0.0,43942.0,21778.0,32450.0,113710.0,0.070865,1.0,1173.4,21.868,-2.176,22.286,1155.2,1.3432,0.8746,23.559,14.775,170.99,25.094,0.49317,0.32786
556,556,124.86,-1.1354,3517.9,123.72,-1.1425,88987.0,123.72,-1.1425,87327.0,5.5063,-0.035487,94.529,-0.9191,96.603,28.484,-0.93347,720.43,707.02,110440.0,-1481.1,66093,175320.0,108870.0,-1481.2,67437,121.29,121.29,0.88362,1.3045,0.018811,0.065974,0.88362,0.99088,1.0062,24.822,0.94175,13.417,0.028418,0.0,43762.0,21726.0,32380.0,113390.0,0.070736,1.0,1364.5,22.241,-2.0534,22.269,1354.9,1.6052,1.063,23.556,14.773,170.99,25.095,0.50177,0.33358
557,557,120.89,-0.73009,3699.7,119.73,-0.73461,94360.0,119.73,-0.73461,92737.0,5.0582,-0.021588,94.963,-0.6095,96.857,30.88,-0.61927,790.09,776.54,106900.0,-952.36,70189,176840.0,105350.0,-952.39,71509,117.89,117.89,0.88331,1.3044,0.018993,0.062434,0.88331,0.99038,1.0062,25.062,0.94134,13.552,0.029133,0.0,43843.0,21759.0,32357.0,113480.0,0.070762,1.0,1462.9,22.47,-1.7619,22.255,1448.7,1.6818,1.0988,23.549,14.769,170.99,25.094,0.50871,0.33819
558,558,95.287,-0.58033,3801.8,94.321,-0.5839,97266.0,94.321,-0.5839,95971.0,3.8692,-0.051132,96.182,-0.58291,97.579,45.286,-0.59249,1157.0,1143.4,84237.0,-756.97,72656,155470.0,82997.0,-756.99,73711,115.48,115.48,0.88308,1.3044,0.019125,0.051893,0.88308,0.99001,1.0061,25.236,0.94105,13.651,0.02966,0.0,44223.0,21866.0,32512.0,114200.0,0.071222,1.0,1465.4,22.637,-1.5465,22.228,1474.8,1.5625,1.0229,23.54,14.763,170.98,25.093,0.51505,0.34241
559,559,77.87,-0.69246,3568.2,77.138,-0.69672,89388.0,77.138,-0.69672,88355.0,3.072,-0.05185,96.98,-0.91268,97.884,46.461,-0.92707,1163.5,1150.1,68851.0,-903.24,66908,129170.0,67877.0,-903.26,67741,117.97,117.97,0.88334,1.3044,0.018761,0.044654,0.88334,0.99061,1.0061,24.757,0.94211,13.381,0.029006,0.0,44450.0,21939.0,32658.0,114680.0,0.071553,1.0,1263.2,22.225,-1.6277,22.207,1288.2,1.2909,0.85618,23.539,14.762,170.98,25.092,0.51355,0.34141
560,560,47.071,-0.6716,3093.2,46.67,-0.67574,75122.0,46.67,-0.67574,74515.0,2.2986,-0.029434,97.731,-1.4357,98.52,67.536,-1.4573,1631.7,1618.7,41630.0,-876.04,56446,98435.0,41067.0,-876.06,56929,121.81,121.81,0.88372,1.3044,0.018254,0.03777,0.88372,0.99146,1.0062,24.087,0.94358,13.005,0.028063,0.0,44634.0,22008.0,32729.0,115030.0,0.071721,1.0,1019.9,21.647,-1.7646,22.185,1033.0,1.0822,0.73157,23.546,14.767,170.98,25.092,0.50254,0.33409
561,561,51.822,-1.105,2937.8,51.4,-1.1118,70584.0,51.4,-1.1118,69924.0,2.5787,-0.051283,97.473,-2.1642,98.309,59.609,-2.1961,1413.1,1400.2,45839.0,-1441.4,52966,96273.0,45229.0,-1441.4,53490,124.04,124.04,0.88393,1.3044,0.018037,0.039706,0.88393,0.99187,1.0062,23.801,0.94418,12.844,0.027568,0.0,44607.0,21992.0,32696.0,114900.0,0.071608,1.0,936.73,21.394,-1.8858,22.169,938.12,0.97734,0.67391,23.555,14.773,170.98,25.093,0.49173,0.32691
562,562,76.997,-2.0519,3006.6,76.369,-2.0647,72990.0,76.369,-2.0647,72001.0,4.0246,-0.11634,96.092,-2.7326,97.588,42.729,-2.7733,1015.3,1002.4,68118.0,-2676.7,54525,122870.0,67201.0,-2676.8,55313,125.12,125.12,0.88401,1.3045,0.018144,0.051494,0.88401,0.99187,1.0062,23.942,0.94376,12.923,0.027436,0.0,44343.0,21881.0,32587.0,114420.0,0.071309,1.0,999.86,21.497,-2.0758,22.151,987.71,1.0401,0.73676,23.559,14.776,170.98,25.093,0.48793,0.32438
563,563,106.02,-2.0667,3274.3,105.11,-2.0797,81305.0,105.11,-2.0797,79918.0,5.138,-0.069537,94.931,-2.0023,96.934,32.145,-2.0328,788.23,775.05,93796.0,-2696.2,60501,155460.0,92494.0,-2696.2,61615,124.55,124.55,0.88393,1.3045,0.018494,0.062064,0.88393,0.99149,1.0063,24.403,0.94262,13.182,0.027696,0.0,43938.0,21768.0,32425.0,113660.0,0.070852,1.0,1181.5,21.872,-2.2303,22.135,1161.7,1.3192,0.91156,23.56,14.776,170.99,25.095,0.49278,0.3276
564,564,126.28,-1.6033,3535.8,125.13,-1.6133,89433.0,125.13,-1.6133,87754.0,5.4819,-0.030852,94.549,-1.2885,96.591,28.516,-1.3087,718.59,705.18,111700.0,-2091.5,66415,175620.0,110110.0,-2091.6,67775,121.31,121.31,0.88362,1.3045,0.018808,0.06582,0.88362,0.99089,1.0062,24.818,0.94176,13.415,0.028413,0.0,43761.0,21729.0,32396.0,113400.0,0.070679,1.0,1372.1,22.237,-2.0539,22.113,1363.9,1.6139,1.0787,23.557,14.774,171.0,25.095,0.50188,0.33365
565,565,121.19,-0.87479,3699.5,120.03,-0.8802,94356.0,120.03,-0.8802,92730.0,5.0155,0.017401,94.967,-0.72297,96.848,30.806,-0.73452,787.76,774.21,107170.0,-1141.1,70183,178340.0,105620.0,-1141.1,71506,118.01,118.01,0.88332,1.3044,0.018993,0.062567,0.88332,0.99039,1.0062,25.063,0.94133,13.553,0.02911,0.0,43788.0,21757.0,32462.0,113530.0,0.070835,1.0,1481.2,22.469,-1.7776,22.09,1463.9,1.6932,1.1104,23.549,14.769,170.99,25.094,0.50875,0.33822
566,566,91.469,-0.0012127,3828.7,90.542,-0.0012227,97955.0,90.542,-0.0012227,96710.0,3.5784,-0.019845,96.441,0.068097,97.683,47.33,0.069131,1216.4,1202.7,80866.0,-1.5852,73218,152410.0,79672.0,-1.5852,74233,115.81,115.98,0.8831,1.3044,0.019137,0.049796,0.88369,0.99003,1.0061,25.253,0.94099,13.66,0.029601,0.0,44237.0,21888.0,32528.0,114260.0,0.071301,1.0,1490.2,22.646,-1.5961,22.072,1502.9,1.589,1.0101,23.54,14.764,170.98,25.093,0.51544,0.34267
567,567,70.617,0.13767,3530.3,69.954,0.13852,88421.0,69.954,0.13852,87482.0,2.5715,0.026375,97.402,0.16632,98.048,51.988,0.16895,1313.2,1299.8,62442.0,179.57,66251,121060.0,61555.0,179.58,67008,118.61,118.84,0.88339,1.3044,0.018771,0.041343,0.88423,0.99066,1.0062,24.77,0.94204,13.388,0.028894,0.0,44422.0,21973.0,32616.0,114670.0,0.071568,1.0,1265.0,22.229,-1.7101,22.044,1289.2,1.2917,0.82519,23.54,14.763,170.98,25.093,0.51384,0.3416
568,568,36.509,0.158,3033.4,36.201,0.15897,73404.0,36.201,0.15897,72934.0,1.8041,0.024816,98.171,0.51716,98.814,87.16,0.52463,2137.1,2124.1,32291.0,206.1,55253,88337.0,31854.0,206.1,55628,122.79,123.48,0.88381,1.3044,0.018217,0.034152,0.8861,0.99159,1.0062,24.039,0.94364,12.977,0.027872,0.0,44650.0,22046.0,32678.0,115030.0,0.07173,1.0,1015.5,21.598,-1.8557,22.024,1030.6,1.0791,0.68409,23.548,14.768,170.98,25.093,0.50214,0.33382
569,569,40.517,0.3473,2856.0,40.193,0.34945,68289.0,40.193,0.34945,67775.0,2.1465,-0.0034605,97.857,0.93909,98.598,74.181,0.95235,1805.6,1792.7,35842.0,453.04,51343,87579.0,35368.0,453.05,51751,125.07,126.35,0.88402,1.3044,0.017983,0.036528,0.8882,0.99202,1.0062,23.73,0.9443,12.804,0.027366,0.0,44626.0,22022.0,32701.0,115030.0,0.071756,1.0,919.04,21.327,-1.969,22.019,920.77,0.97334,0.61449,23.557,14.774,170.98,25.093,0.4907,0.32622
570,570,69.626,0.35212,3090.2,69.058,0.35432,75058.0,69.058,0.35432,74163.0,3.601,0.03425,96.365,0.50186,97.79,44.405,0.50908,1092.2,1079.3,61599.0,459.35,56167,122210.0,60767.0,459.36,56881,125.43,126.14,0.88403,1.3045,0.018183,0.049803,0.88638,0.99186,1.0062,23.994,0.94361,12.952,0.027402,0.0,44152.0,21887.0,32505.0,114090.0,0.071152,1.0,1027.5,21.535,-2.1353,21.987,1012.5,1.0961,0.69211,23.561,14.777,170.99,25.094,0.48743,0.32404
571,571,99.324,0.39358,3327.0,98.474,0.39605,82671.0,98.474,0.39605,81369.0,4.8041,-0.0043104,95.2,0.38523,97.094,33.55,0.39098,843.62,830.41,87875.0,513.45,61604,152820.0,86652.0,513.46,62650,124.65,125.14,0.88393,1.3046,0.018531,0.06005,0.88556,0.99146,1.0063,24.453,0.94249,13.21,0.027695,0.0,43888.0,21788.0,32397.0,113620.0,0.070879,1.0,1203.5,21.911,-2.2657,21.963,1182.8,1.4056,0.88754,23.561,14.777,170.99,25.095,0.4935,0.32808
572,572,115.14,0.35963,3555.9,114.09,0.36188,89941.0,114.09,0.36188,88407.0,4.9699,0.035821,94.994,0.31319,96.852,30.965,0.31803,792.91,779.47,101850.0,469.14,66918,169010.0,100390.0,469.16,68159,121.22,121.61,0.88361,1.3045,0.018841,0.06228,0.88494,0.99085,1.0062,24.862,0.94165,13.439,0.028444,0.0,43759.0,21762.0,32363.0,113410.0,0.070749,1.0,1364.6,22.273,-2.064,21.938,1359.1,1.6397,1.0361,23.557,14.774,171.0,25.095,0.50289,0.33433
573,573,120.66,0.094562,3669.9,119.49,0.09515,93896.0,119.49,0.09515,92271.0,5.2354,-0.055386,94.82,0.086922,96.816,30.575,0.088241,790.49,776.89,106700.0,123.35,69837,178880.0,105150.0,123.36,71157,117.88,118.09,0.8833,1.3044,0.019051,0.063586,0.88403,0.99032,1.0062,25.14,0.94115,13.596,0.029162,0.0,43867.0,21748.0,32411.0,113540.0,0.070815,1.0,1461.5,22.532,-1.7977,21.915,1447.5,1.6807,1.0704,23.549,14.769,170.99,25.094,0.5099,0.33898
574,574,88.546,-0.71561,3649.0,87.654,-0.72001,93304.0,87.654,-0.72001,92100.0,3.3133,-0.0055649,96.692,-0.89533,97.698,56.118,-0.90997,1420.5,1406.9,78280.0,-933.44,69730,140910.0,77131.0,-933.46,70708,116.2,116.2,0.88314,1.3044,0.019114,0.047668,0.88314,0.9901,1.0062,25.222,0.94104,13.643,0.029514,0.0,44283.0,21915.0,32535.0,114290.0,0.07126,1.0,1426.9,22.617,-1.6305,21.891,1439.7,1.5259,1.0117,23.541,14.764,170.98,25.093,0.51583,0.34292
575,575,78.559,-0.67524,3535.0,77.819,-0.67941,88909.0,77.819,-0.67941,87863.0,3.3287,-0.093595,96.765,-0.89594,97.848,45.821,-0.91006,1152.2,1138.8,69463.0,-880.79,66535,132640.0,68477.0,-880.82,67377,118.48,118.48,0.88338,1.3044,0.01883,0.046403,0.88338,0.99059,1.0062,24.847,0.94185,13.432,0.028946,0.0,44458.0,21926.0,32572.0,114570.0,0.071468,1.0,1252.6,22.292,-1.7314,21.87,1275.2,1.2539,0.82984,23.54,14.763,170.98,25.093,0.51415,0.34181
576,576,38.035,-0.6194,2966.2,37.708,-0.62323,72185.0,37.708,-0.62323,71693.0,1.5988,0.060446,98.341,-1.6448,98.764,83.851,-1.6696,2022.3,2009.3,33639.0,-807.96,54311,84744.0,33181.0,-807.98,54704,122.3,122.3,0.88376,1.3044,0.018312,0.032926,0.88376,0.99145,1.0062,24.164,0.94335,13.048,0.028004,0.0,44630.0,22056.0,32658.0,115010.0,0.071761,1.0,1007.3,21.704,-1.8591,21.85,1019.8,1.0616,0.71816,23.547,14.768,170.98,25.093,0.50414,0.33515
577,577,51.055,0.34589,2920.7,50.635,0.34803,70660.0,50.635,0.34803,70004.0,2.7209,-0.021264,97.3,0.61146,98.292,65.961,0.62028,1614.2,1601.3,45162.0,451.19,53027,99243.0,44556.0,451.21,53548,124.19,125.07,0.88393,1.3045,0.018162,0.041445,0.88684,0.99177,1.0062,23.967,0.94375,12.937,0.027603,0.0,44496.0,21972.0,32616.0,114730.0,0.071575,1.0,953.96,21.526,-1.9823,21.83,953.45,1.0055,0.6361,23.555,14.773,170.98,25.093,0.49385,0.32831
578,578,66.113,-0.19321,2992.8,65.576,-0.19442,72653.0,65.576,-0.19442,71803.0,3.5409,-0.011512,96.471,-0.17077,97.854,46.76,-0.17342,1142.4,1129.5,58491.0,-252.05,54382,117400.0,57704.0,-252.06,55059,125.79,126.19,0.88406,1.3045,0.018179,0.04869,0.88537,0.9919,1.0062,23.988,0.94361,12.949,0.027339,0.0,44260.0,21899.0,32589.0,114380.0,0.071377,1.0,988.35,21.527,-2.1725,21.802,976.81,1.1236,0.73206,23.56,14.776,170.99,25.094,0.49049,0.32608
579,579,99.035,0.066284,3290.3,98.191,0.066702,81719.0,98.191,0.066702,80422.0,4.8166,0.0090819,95.174,0.05036,97.081,33.426,0.05112,837.14,823.94,87620.0,86.473,60887,152130.0,86403.0,86.475,61929,124.91,125.17,0.88395,1.3046,0.018521,0.060322,0.8848,0.9915,1.0063,24.439,0.94251,13.202,0.027644,0.0,43866.0,21781.0,32445.0,113610.0,0.070889,1.0,1184.2,21.897,-2.2888,21.778,1166.0,1.3831,0.8803,23.561,14.777,171.0,25.095,0.49381,0.32829
580,580,110.87,0.64238,3570.3,109.86,0.64639,90284.0,109.86,0.64639,88807.0,4.7577,0.078713,95.164,0.59977,96.97,32.477,0.60905,834.1,820.65,98069.0,837.99,67224,166690.0,96668.0,838.01,68419,121.43,122.18,0.88363,1.3045,0.018849,0.061005,0.88618,0.99086,1.0063,24.873,0.94161,13.445,0.02841,0.0,43734.0,21772.0,32376.0,113390.0,0.070757,1.0,1366.9,22.28,-2.0937,21.759,1359.0,1.6574,1.0328,23.557,14.774,171.0,25.095,0.50272,0.33421
581,581,133.6,1.2647,3743.4,132.25,1.2725,97037.0,132.25,1.2725,95213.0,5.6817,-0.020962,94.339,0.93634,96.529,28.141,0.95154,742.45,728.69,118130.0,1649.7,72049,193150.0,116380.0,1649.8,73537,116.68,117.8,0.88317,1.3044,0.01927,0.068085,0.88712,0.98999,1.0062,25.428,0.94049,13.758,0.029499,0.0,43677.0,21703.0,32367.0,113220.0,0.070621,1.0,1563.6,22.776,-1.7832,21.731,1536.5,1.7377,1.0689,23.548,14.768,170.99,25.095,0.5114,0.33998
