Date Time qo_lc[m3/d] qw_lc[m3/d] qg_lc[m3/d] qo_sc[Sm3/d] qw_sc[Sm3/d] qg_sc[Sm3/d] qo_scnp[Sm3/d] qw_scnp[Sm3/d] qg_scnp[Sm3/d] Fo_lc[%] Fw_lc[%] Fg_lc[%] WLR[%] GVF[%] GLR[m3/m3] BSW[%] GOR[Sm3/Sm3] GOR1[Sm3/Sm3] mo_lc[kg/d] mw_lc[kg/d] mg_lc[kg/d] m_lc[kg/d] mo_sc[kg/d] mw_sc[kg/d] mg_sc[kg/d] Mu_o_lc[cP] Mu_l_lc[cP] Do_lc[g/cm3] Dw_lc[g/cm3] Dg_lc[g/cm3] Dm_lc[g/cm3] Dl_lc[g/cm3] bo[Sm3/m3] bw[Sm3/m3] bg[Sm3/m3] Z Rst[Sm3/Sm3] Rwst[Sm3/Sm3] rgmp[Sm3/Sm3] N32[cps] N81[cps] N356[cps] NTotal[cps] DeadTime[s] SampleTime[s] DPV[mbar] PL[bara] TL[DegC] TAMB[DegC] Dyn_DP[mbar] OperatingPointLE[1/m] OperatingPointHE[1/m] OilPointLE[1/m] OilPointHE[1/m] WaterPointLE[1/m] WaterPointHE[1/m] GasPointLE[1/m] GasPointHE[1/m]
07-May-2014 15:31:26 145.01 -0.17560 3794.7 143.59 -0.17669 97905 143.59 -0.17669 95941 5.9193 -0.034646 94.115 -0.11117 96.324 26.334 -0.11308 685.05 671.37 1.2824e+005 -229.06 72587 1.9821e+005 1.2635e+005 -229.07 74195 117.85 117.93 0.88328 1.3045 0.019152 0.069863 0.88355 0.99022 1.0062 25.272 0.94082 13.670 0.029220 0.00000 43645 21684 32365 1.1316e+005 0.070603 1.0000 1621.9 22.638 -1.8526 21.929 1598.3 1.7745 1.1377 23.551 14.770 170.99 25.095 0.50843 0.33801
07-May-2014 15:32:26 69.304 -0.26943 3777.2 68.646 -0.27108 94751 68.646 -0.27108 93828 2.7541 -0.027270 97.273 -0.42478 98.213 56.324 -0.43141 1416.6 1403.2 61282 -351.44 71057 1.3153e+005 60405 -351.45 71805 118.04 118.04 0.88334 1.3044 0.018812 0.042271 0.88334 0.99057 1.0062 24.824 0.94193 13.419 0.029021 0.00000 44485 21966 32623 1.1471e+005 0.071517 1.0000 1373.0 22.278 -1.6662 21.926 1409.3 1.5578 1.0134 23.542 14.765 170.98 25.093 0.51451 0.34205
07-May-2014 15:33:26 56.721 0.055180 3346.5 56.231 0.055522 81856 56.231 0.055522 81119 2.3748 0.034053 97.591 0.12350 98.344 61.573 0.12531 1519.0 1506.0 50170 71.979 61441 1.0901e+005 49480 71.981 62033 122.33 122.57 0.88375 1.3044 0.018365 0.039353 0.88456 0.99140 1.0062 24.234 0.94318 13.087 0.028026 0.00000 44482 21999 32656 1.1475e+005 0.071536 1.0000 1148.3 21.760 -1.8953 21.915 1162.9 1.1737 0.74862 23.546 14.767 170.98 25.093 0.50569 0.33618
07-May-2014 15:34:26 60.465 -0.050813 3111.8 59.982 -0.051131 74949 59.982 -0.051131 74177 3.0424 -0.067616 97.025 -0.069536 98.097 51.974 -0.070522 1261.1 1248.2 53496 -66.286 56183 1.1017e+005 52781 -66.288 56798 125.77 125.92 0.88407 1.3045 0.018064 0.043541 0.88458 0.99200 1.0062 23.836 0.94400 12.863 0.027289 0.00000 44508 21956 32647 1.1475e+005 0.071551 1.0000 1014.3 21.405 -2.0975 21.904 1022.4 1.0921 0.70662 23.556 14.774 170.99 25.094 0.49395 0.32838
07-May-2014 15:35:26 64.332 -0.76272 3056.0 63.833 -0.76750 73420 63.833 -0.76750 72601 3.2402 -0.0056530 96.765 -1.1776 97.972 50.246 -1.1945 1201.6 1188.8 56928 -994.99 54987 1.1221e+005 56169 -995.02 55639 127.73 127.73 0.88423 1.3045 0.018002 0.045997 0.88423 0.99224 1.0063 23.755 0.94410 12.818 0.026933 0.00000 44337 21930 32568 1.1444e+005 0.071352 1.0000 997.08 21.321 -2.2769 21.898 988.33 1.1053 0.74057 23.564 14.778 170.99 25.095 0.48748 0.32408
07-May-2014 15:36:26 85.454 -0.15873 3273.6 84.772 -0.15972 79965 84.772 -0.15972 78862 4.2039 0.029346 95.767 -0.19536 97.463 38.566 -0.19818 947.65 934.65 75624 -207.07 59716 1.3902e+005 74594 -207.07 60600 127.85 128.10 0.88422 1.3046 0.018255 0.055035 0.88503 0.99201 1.0063 24.088 0.94324 13.004 0.027026 0.00000 43996 21834 32463 1.1386e+005 0.070999 1.0000 1125.8 21.586 -2.4489 21.895 1115.0 1.3063 0.83773 23.567 14.780 171.00 25.096 0.48835 0.32466
07-May-2014 15:37:26 122.39 -0.18302 3473.1 121.36 -0.18417 86730 121.36 -0.18417 85123 5.5720 -0.024214 94.452 -0.13901 96.602 28.548 -0.14111 717.87 704.63 1.0831e+005 -238.76 64426 1.7228e+005 1.0679e+005 -238.77 65726 125.83 125.86 0.88402 1.3046 0.018572 0.066484 0.88413 0.99153 1.0063 24.507 0.94229 13.239 0.027509 0.00000 43727 21720 32383 1.1335e+005 0.070732 1.0000 1330.6 21.941 -2.4225 21.894 1310.9 1.5637 1.0030 23.565 14.779 171.00 25.096 0.49520 0.32921
07-May-2014 15:38:26 113.99 0.33705 3680.3 112.96 0.33915 92627 112.96 0.33915 91115 4.7988 0.050113 95.151 0.27933 96.988 32.299 0.28364 822.29 808.91 1.0084e+005 439.68 68966 1.7203e+005 99402 439.69 70195 121.96 122.32 0.88368 1.3045 0.018761 0.060911 0.88489 0.99100 1.0062 24.756 0.94187 13.380 0.028274 0.00000 43783 21775 32392 1.1345e+005 0.070813 1.0000 1442.4 22.181 -2.1005 21.898 1430.7 1.7176 1.0827 23.559 14.775 171.00 25.096 0.50274 0.33422
07-May-2014 15:39:26 122.06 0.99917 3870.9 120.85 1.0054 99564 120.85 1.0054 97905 4.4994 0.012652 95.488 0.75333 96.931 36.792 0.76545 956.18 942.48 1.0794e+005 1303.4 74092 1.7482e+005 1.0634e+005 1303.4 75452 117.27 118.18 0.88323 1.3044 0.019165 0.058205 0.88645 0.99015 1.0062 25.289 0.94081 13.680 0.029333 0.00000 43934 21801 32480 1.1375e+005 0.070956 1.0000 1632.8 22.658 -1.7917 21.895 1644.8 1.7304 1.0725 23.549 14.769 170.99 25.095 0.51060 0.33945
07-May-2014 15:40:26 56.705 0.23848 3588.9 56.201 0.23995 88524 56.201 0.23995 87782 2.5047 0.0086719 97.487 0.40669 98.441 67.437 0.41287 1684.6 1671.4 50154 311.08 66487 1.1987e+005 49454 311.09 67086 120.65 121.16 0.88360 1.3044 0.018534 0.040313 0.88534 0.99108 1.0062 24.457 0.94271 13.212 0.028405 0.00000 44489 21982 32616 1.1471e+005 0.071541 1.0000 1283.5 21.956 -1.8058 21.910 1302.1 1.4021 0.88652 23.544 14.766 170.98 25.093 0.51121 0.33986
07-May-2014 15:41:26 62.290 0.093681 3268.8 61.779 0.094260 79127 61.779 0.094260 78328 2.7833 -0.018503 97.235 0.15891 98.128 53.174 0.16124 1300.0 1287.1 55106 122.20 59325 1.1086e+005 54362 122.20 59964 124.34 124.83 0.88394 1.3045 0.018157 0.042016 0.88558 0.99179 1.0062 23.959 0.94376 12.933 0.027575 0.00000 44480 21970 32658 1.1475e+005 0.071621 1.0000 1086.3 21.518 -1.9957 21.919 1098.6 1.1094 0.71129 23.552 14.771 170.98 25.093 0.49873 0.33156
07-May-2014 15:42:26 49.658 -0.33396 3030.9 49.271 -0.33604 72468 49.271 -0.33604 71838 2.5307 0.012278 97.457 -0.65192 98.406 63.686 -0.66122 1524.6 1511.8 43938 -435.65 54417 99788 43356 -435.66 54918 126.87 126.87 0.88417 1.3045 0.017962 0.040041 0.88417 0.99220 1.0062 23.702 0.94428 12.788 0.027055 0.00000 44493 21983 32658 1.1478e+005 0.071599 1.0000 978.27 21.286 -2.1572 21.930 983.29 1.0885 0.71564 23.561 14.776 170.99 25.094 0.48934 0.32532
07-May-2014 15:43:26 67.323 0.47970 3078.7 66.794 0.48271 74340 66.794 0.48271 73479 3.5953 0.0041760 96.400 0.65438 97.853 46.832 0.66364 1145.0 1132.1 59575 625.79 55650 1.2037e+005 58775 625.81 56337 127.75 128.66 0.88422 1.3046 0.018085 0.049278 0.88716 0.99216 1.0063 23.864 0.94382 12.879 0.026967 0.00000 44223 21895 32617 1.1432e+005 0.071299 1.0000 1018.1 21.407 -2.3308 21.945 1007.6 1.1544 0.72755 23.566 14.779 170.99 25.095 0.48612 0.32318
07-May-2014 15:44:26 92.266 0.65835 3318.6 91.513 0.66251 81696 91.513 0.66251 80497 4.2011 0.076614 95.722 0.70046 97.280 35.934 0.71061 897.69 884.60 81651 858.88 60947 1.4264e+005 80526 858.91 61911 127.27 128.19 0.88416 1.3046 0.018379 0.055736 0.88712 0.99185 1.0063 24.252 0.94286 13.096 0.027178 0.00000 43902 21823 32445 1.1372e+005 0.070865 1.0000 1187.1 21.723 -2.4626 21.976 1167.3 1.3928 0.86667 23.566 14.780 171.00 25.096 0.49060 0.32615
07-May-2014 15:45:26 125.60 0.59240 3585.3 124.50 0.59614 90224 124.50 0.59614 88562 5.8358 -0.066318 94.230 0.48412 96.602 28.501 0.49141 727.05 713.71 1.1113e+005 772.84 67026 1.8207e+005 1.0955e+005 772.86 68374 123.81 124.45 0.88384 1.3046 0.018719 0.068353 0.88595 0.99121 1.0063 24.700 0.94191 13.348 0.027925 0.00000 43739 21705 32365 1.1333e+005 0.070614 1.0000 1391.0 22.117 -2.2868 22.000 1382.1 1.6404 1.0258 23.563 14.778 171.00 25.096 0.49906 0.33178
07-May-2014 15:46:26 121.27 -0.47611 3687.3 120.16 -0.47907 93106 120.16 -0.47907 91494 5.0390 -0.0086231 94.970 -0.37602 96.832 30.980 -0.38191 786.23 772.82 1.0727e+005 -621.07 69248 1.7485e+005 1.0573e+005 -621.09 70558 120.61 120.61 0.88356 1.3045 0.018803 0.062267 0.88356 0.99083 1.0062 24.811 0.94181 13.411 0.028539 0.00000 43838 21763 32422 1.1354e+005 0.070774 1.0000 1449.7 22.240 -1.9685 22.017 1438.6 1.7033 1.1051 23.555 14.773 171.00 25.095 0.50559 0.33612
07-May-2014 15:47:26 105.95 -0.14631 3858.7 104.91 -0.14722 98683 104.91 -0.14722 97251 3.9063 0.014197 96.080 -0.083970 97.337 39.508 -0.085319 1017.3 1003.7 93694 -190.86 73615 1.6181e+005 92319 -190.87 74785 117.29 117.45 0.88324 1.3044 0.019096 0.053035 0.88380 0.99022 1.0062 25.199 0.94103 13.629 0.029295 0.00000 44087 21859 32517 1.1401e+005 0.071111 1.0000 1555.7 22.586 -1.7539 22.035 1565.5 1.6399 1.0526 23.547 14.768 170.99 25.094 0.51069 0.33951
07-May-2014 15:48:26 76.996 -0.11494 3651.9 76.279 -0.11565 91406 76.279 -0.11565 90383 3.3766 -0.041375 96.665 -0.15076 97.942 52.102 -0.15309 1309.4 1296.1 68091 -149.94 68442 1.3925e+005 67121 -149.94 69270 119.25 119.31 0.88345 1.3044 0.018754 0.047419 0.88367 0.99074 1.0062 24.747 0.94206 13.375 0.028767 0.00000 44353 21915 32589 1.1443e+005 0.071339 1.0000 1346.1 22.203 -1.7756 22.037 1355.0 1.3629 0.87972 23.543 14.765 170.98 25.093 0.51186 0.34029
07-May-2014 15:49:26 59.395 -0.83050 3346.4 58.885 -0.83564 81755 58.885 -0.83564 80985 2.5053 -0.045080 97.540 -1.4591 98.291 59.585 -1.4810 1444.1 1431.1 52536 -1083.3 61339 1.0811e+005 51816 -1083.4 61956 122.54 122.54 0.88377 1.3044 0.018333 0.039436 0.88377 0.99145 1.0062 24.192 0.94327 13.063 0.027974 0.00000 44602 21996 32671 1.1493e+005 0.071659 1.0000 1117.5 21.724 -1.8994 22.047 1138.8 1.1344 0.76927 23.548 14.768 170.98 25.093 0.50421 0.33520
07-May-2014 15:50:26 57.104 -1.2506 3056.7 56.645 -1.2584 73576 56.645 -1.2584 72848 2.6491 -0.011906 97.363 -2.2145 98.209 55.742 -2.2470 1323.2 1310.4 50519 -1631.4 55178 1.0276e+005 49845 -1631.4 55758 125.30 125.30 0.88403 1.3045 0.018060 0.040847 0.88403 0.99197 1.0062 23.831 0.94403 12.861 0.027365 0.00000 44504 21982 32638 1.1475e+005 0.071579 1.0000 986.56 21.406 -2.0434 22.052 992.30 1.0354 0.71456 23.556 14.774 170.99 25.094 0.49368 0.32820
07-May-2014 15:51:26 54.413 -0.032300 2987.8 53.984 -0.032498 71845 53.984 -0.032498 71150 2.9021 0.016855 97.081 -0.16833 98.226 58.245 -0.17074 1406.1 1393.3 48146 -42.131 53893 1.0594e+005 47503 -42.132 54446 126.91 127.07 0.88416 1.3045 0.018045 0.043397 0.88471 0.99213 1.0063 23.811 0.94400 12.849 0.027089 0.00000 44383 21955 32615 1.1456e+005 0.071430 1.0000 976.66 21.373 -2.2129 22.045 968.14 1.0814 0.69539 23.563 14.777 170.99 25.094 0.48769 0.32422
07-May-2014 15:52:26 82.440 1.1457 3251.6 81.767 1.1529 79766 81.767 1.1529 78697 4.0564 0.048989 95.895 1.3993 97.504 39.654 1.4194 993.98 980.91 72950 1494.6 59591 1.3654e+005 71950 1494.7 60449 126.82 128.65 0.88412 1.3046 0.018339 0.054088 0.89004 0.99184 1.0063 24.199 0.94302 13.067 0.027237 0.00000 43994 21842 32484 1.1389e+005 0.071068 1.0000 1132.9 21.685 -2.3880 22.050 1119.3 1.2840 0.78935 23.565 14.779 171.00 25.095 0.48977 0.32560
07-May-2014 15:53:26 114.30 1.2984 3530.0 113.31 1.3065 88529 113.31 1.3065 87020 5.2854 0.047160 94.667 1.1251 96.833 30.729 1.1420 785.88 772.56 1.0113e+005 1693.8 65868 1.7196e+005 99704 1693.8 67090 124.38 125.82 0.88389 1.3046 0.018679 0.065015 0.88864 0.99130 1.0063 24.648 0.94201 13.319 0.027807 0.00000 43663 21729 32369 1.1328e+005 0.070739 1.0000 1348.2 22.069 -2.3269 22.067 1330.9 1.6067 0.98549 23.563 14.778 171.00 25.096 0.49765 0.33084
07-May-2014 15:54:26 121.65 0.57643 3656.5 120.54 0.58003 92504 120.54 0.58003 90884 5.2420 -0.025063 94.783 0.47668 96.766 29.974 0.48402 769.03 755.59 1.0761e+005 751.96 68786 1.7701e+005 1.0607e+005 751.98 70102 120.71 121.30 0.88357 1.3045 0.018836 0.063844 0.88558 0.99081 1.0062 24.855 0.94169 13.436 0.028534 0.00000 43816 21749 32402 1.1348e+005 0.070765 1.0000 1443.3 22.274 -2.0020 22.080 1430.4 1.7423 1.0900 23.556 14.773 171.00 25.096 0.50530 0.33593
07-May-2014 15:55:26 120.40 -0.38247 3917.0 119.18 -0.38483 1.0121e+005 119.18 -0.38483 99568 4.4271 -0.013035 95.586 -0.34225 97.040 36.652 -0.34791 948.13 934.37 1.0646e+005 -498.90 75354 1.7407e+005 1.0488e+005 -498.91 76702 116.12 116.14 0.88312 1.3044 0.019262 0.057339 0.88318 0.98995 1.0062 25.417 0.94056 13.752 0.029599 0.00000 43998 21812 32458 1.1383e+005 0.071015 1.0000 1614.5 22.773 -1.7114 22.087 1629.8 1.6896 1.0940 23.546 14.767 170.99 25.094 0.51304 0.34107
07-May-2014 15:56:26 48.332 0.23977 3453.9 47.897 0.24125 85242 47.897 0.24125 84608 1.9916 0.077874 97.931 0.41050 98.613 76.296 0.41665 1904.5 1891.3 42743 312.76 64088 1.0679e+005 42146 312.77 64598 119.97 120.61 0.88353 1.3044 0.018562 0.036790 0.88573 0.99099 1.0062 24.494 0.94265 13.233 0.028543 0.00000 44483 22019 32629 1.1477e+005 0.071613 1.0000 1227.4 21.993 -1.7419 22.089 1246.1 1.3645 0.86090 23.542 14.764 170.98 25.093 0.51308 0.34110
07-May-2014 15:57:26 49.077 0.93641 3141.9 48.665 0.94221 76272 48.665 0.94221 75639 2.2900 0.018935 97.691 1.8608 98.437 65.117 1.8876 1623.2 1610.2 43411 1221.5 57295 1.0000e+005 42823 1221.5 57801 123.48 125.85 0.88386 1.3045 0.018243 0.038308 0.89169 0.99163 1.0062 24.072 0.94352 12.996 0.027764 0.00000 44531 22007 32658 1.1484e+005 0.071667 1.0000 1052.2 21.618 -1.9516 22.089 1060.9 1.0793 0.66008 23.550 14.770 170.98 25.093 0.49991 0.33235
07-May-2014 15:58:26 43.431 0.60589 2961.4 43.087 0.60967 71042 43.087 0.60967 70489 2.4124 0.012712 97.575 1.3953 98.535 68.314 1.4149 1675.8 1663.0 38426 790.38 53397 95949 37915 790.40 53838 126.23 128.05 0.88411 1.3045 0.018038 0.039095 0.89000 0.99207 1.0062 23.802 0.94406 12.844 0.027198 0.00000 44520 21996 32646 1.1482e+005 0.071621 1.0000 962.85 21.373 -2.1336 22.097 966.19 1.0634 0.65928 23.559 14.775 170.99 25.094 0.49162 0.32683
07-May-2014 15:59:26 81.011 0.053726 3120.1 80.360 0.054056 76050 80.360 0.054056 75007 4.2006 -0.054526 95.854 0.13360 97.473 39.002 0.13543 959.74 946.77 71683 70.079 56799 1.3133e+005 70712 70.081 57633 126.87 127.41 0.88414 1.3046 0.018217 0.053889 0.88588 0.99196 1.0063 24.038 0.94342 12.977 0.027173 0.00000 44167 21849 32531 1.1414e+005 0.071171 1.0000 1056.0 21.556 -2.3178 22.095 1043.1 1.1596 0.74933 23.564 14.778 170.99 25.095 0.48902 0.32510
07-May-2014 16:00:26 113.36 -1.6538 3353.8 112.41 -1.6642 83271 112.41 -1.6642 81790 5.2912 -0.049190 94.758 -1.4652 96.781 30.222 -1.4872 745.50 732.33 1.0031e+005 -2157.5 61912 1.6058e+005 98918 -2157.6 63105 126.36 126.36 0.88407 1.3046 0.018480 0.063648 0.88407 0.99167 1.0063 24.386 0.94257 13.171 0.027377 0.00000 43860 21748 32430 1.1361e+005 0.070869 1.0000 1234.2 21.839 -2.4253 22.096 1214.2 1.4153 0.95816 23.564 14.779 171.00 25.096 0.49362 0.32816
07-May-2014 16:01:26 116.79 -0.66851 3593.7 115.75 -0.67271 90573 115.75 -0.67271 89023 4.8047 0.071705 95.124 -0.53908 96.870 31.358 -0.54738 793.43 780.04 1.0332e+005 -872.12 67382 1.6882e+005 1.0185e+005 -872.14 68638 122.90 122.95 0.88376 1.3046 0.018772 0.061256 0.88394 0.99107 1.0063 24.771 0.94178 13.388 0.028110 0.00000 43736 21768 32362 1.1338e+005 0.070777 1.0000 1400.1 22.183 -2.2161 22.099 1394.3 1.6680 1.0805 23.560 14.776 171.00 25.096 0.50137 0.33331
07-May-2014 16:02:26 119.95 0.87086 3758.1 118.82 0.87628 95604 118.82 0.87628 93997 5.3024 -0.025189 94.723 0.71611 96.885 31.319 0.72734 809.68 796.16 1.0609e+005 1136.0 71143 1.8262e+005 1.0456e+005 1136.1 72451 119.58 120.45 0.88346 1.3045 0.018954 0.064470 0.88647 0.99058 1.0062 25.011 0.94137 13.523 0.028798 0.00000 43798 21738 32455 1.1351e+005 0.070832 1.0000 1486.7 22.410 -1.9412 22.101 1472.6 1.7120 1.0614 23.553 14.771 171.00 25.095 0.50772 0.33754
07-May-2014 16:03:26 90.661 0.11425 3797.9 89.771 0.11496 96734 89.771 0.11496 95508 3.5036 -0.018720 96.515 0.032192 97.684 45.600 0.032813 1167.2 1153.6 80166 149.03 72310 1.4964e+005 78994 149.03 73307 117.57 117.87 0.88327 1.3044 0.019051 0.049087 0.88434 0.99029 1.0062 25.139 0.94117 13.596 0.029222 0.00000 44256 21901 32539 1.1429e+005 0.071277 1.0000 1469.2 22.535 -1.7581 22.098 1485.4 1.5813 1.0130 23.545 14.766 170.99 25.094 0.51363 0.34146
07-May-2014 16:04:26 81.975 -0.31697 3594.6 81.217 -0.31893 90161 81.217 -0.31893 89073 3.1843 -0.0048255 96.821 -0.39708 97.783 44.624 -0.40326 1124.3 1110.9 72495 -413.47 67447 1.3392e+005 71466 -413.48 68326 119.73 119.73 0.88349 1.3044 0.018776 0.046248 0.88349 0.99077 1.0062 24.776 0.94195 13.392 0.028688 0.00000 44324 21923 32600 1.1446e+005 0.071447 1.0000 1302.5 22.221 -1.8478 22.102 1317.9 1.3154 0.85528 23.543 14.765 170.98 25.093 0.51230 0.34058
07-May-2014 16:05:26 47.327 -0.030747 3150.6 46.930 -0.030938 76595 46.930 -0.030938 75984 2.2054 0.013438 97.781 -0.049399 98.524 69.859 -0.050185 1712.3 1699.3 41864 -40.108 57558 99565 41296 -40.109 58046 123.64 123.86 0.88387 1.3045 0.018275 0.037539 0.88459 0.99161 1.0062 24.116 0.94340 13.020 0.027753 0.00000 44569 22009 32679 1.1492e+005 0.071679 1.0000 1057.8 21.651 -1.9902 22.105 1072.2 1.1464 0.73676 23.550 14.770 170.99 25.094 0.50278 0.33425
07-May-2014 16:06:26 50.040 0.073409 2977.1 49.640 0.073866 71724 49.640 0.073866 71085 2.5860 -0.013583 97.428 0.20123 98.352 63.711 0.20410 1550.7 1537.8 44272 95.761 53846 98906 43681 95.763 54355 125.98 126.40 0.88408 1.3045 0.018095 0.040315 0.88547 0.99200 1.0062 23.877 0.94388 12.886 0.027268 0.00000 44527 21989 32646 1.1479e+005 0.071551 1.0000 974.16 21.436 -2.1409 22.098 976.52 1.0448 0.66914 23.559 14.775 170.99 25.094 0.49277 0.32760
07-May-2014 16:07:26 66.196 -0.40406 3071.3 65.668 -0.40660 74398 65.668 -0.40660 73548 3.3882 -0.010714 96.623 -0.53232 97.917 49.543 -0.54006 1201.5 1188.6 58573 -527.12 55702 1.1561e+005 57784 -527.14 56381 127.12 127.13 0.88417 1.3045 0.018144 0.047348 0.88420 0.99205 1.0063 23.943 0.94365 12.923 0.027099 0.00000 44300 21913 32550 1.1436e+005 0.071266 1.0000 1013.7 21.477 -2.2988 22.097 1002.7 1.1020 0.72079 23.564 14.778 170.99 25.095 0.48894 0.32505
07-May-2014 16:08:26 100.54 -0.16122 3354.2 99.703 -0.16223 83010 99.703 -0.16223 81698 4.8952 0.010874 95.094 -0.17688 97.102 33.977 -0.17947 845.64 832.49 88966 -210.32 61851 1.5516e+005 87733 -210.33 62907 126.33 126.42 0.88407 1.3046 0.018456 0.060968 0.88438 0.99169 1.0063 24.353 0.94265 13.153 0.027372 0.00000 43848 21774 32442 1.1358e+005 0.070874 1.0000 1208.6 21.813 -2.4062 22.093 1187.3 1.3657 0.88139 23.565 14.779 171.00 25.096 0.49255 0.32745
07-May-2014 16:09:26 123.93 0.22213 3579.3 122.83 0.22352 90259 122.83 0.22352 88615 5.5072 -0.015111 94.508 0.18034 96.649 28.918 0.18310 737.04 723.66 1.0964e+005 289.78 67068 1.7744e+005 1.0808e+005 289.79 68401 122.96 123.19 0.88377 1.3046 0.018762 0.066205 0.88454 0.99109 1.0063 24.757 0.94181 13.380 0.028095 0.00000 43727 21725 32453 1.1341e+005 0.070783 1.0000 1390.4 22.171 -2.2161 22.101 1383.1 1.6662 1.0548 23.560 14.776 171.00 25.096 0.50096 0.33304
07-May-2014 16:10:26 129.31 -0.56916 3737.9 128.09 -0.57269 95130 128.09 -0.57269 93400 5.4454 -0.033536 94.588 -0.44350 96.671 29.086 -0.45056 743.85 730.35 1.1437e+005 -742.44 70683 1.8459e+005 1.1271e+005 -742.46 72092 119.35 119.35 0.88344 1.3045 0.018934 0.065579 0.88344 0.99058 1.0062 24.985 0.94145 13.509 0.028831 0.00000 43774 21727 32431 1.1343e+005 0.070787 1.0000 1501.7 22.392 -1.9017 22.113 1484.9 1.7308 1.1230 23.553 14.771 171.00 25.095 0.50738 0.33731
07-May-2014 16:11:26 90.649 -0.30944 3791.3 89.752 -0.31135 96433 89.752 -0.31135 95207 3.5158 0.0022082 96.482 -0.30638 97.689 48.541 -0.31137 1234.9 1221.3 80152 -403.64 72080 1.5036e+005 78977 -403.65 73080 117.16 117.20 0.88324 1.3044 0.019023 0.049434 0.88337 0.99028 1.0062 25.102 0.94129 13.575 0.029287 0.00000 44218 21892 32578 1.1427e+005 0.071280 1.0000 1486.6 22.510 -1.6903 22.129 1498.8 1.6064 1.0376 23.544 14.766 170.99 25.094 0.51306 0.34109
07-May-2014 16:12:26 70.152 -0.015280 3606.8 69.505 -0.015375 89907 69.505 -0.015375 88979 2.6462 0.016041 97.338 0.020172 98.099 53.691 0.020435 1348.4 1335.0 62038 -19.932 67384 1.2411e+005 61160 -19.933 68134 119.56 119.71 0.88348 1.3044 0.018691 0.041780 0.88400 0.99083 1.0062 24.663 0.94225 13.328 0.028679 0.00000 44436 21974 32621 1.1464e+005 0.071422 1.0000 1305.1 22.133 -1.7738 22.154 1328.3 1.2955 0.82988 23.543 14.765 170.98 25.093 0.51116 0.33982
07-May-2014 16:13:26 55.503 -0.23556 3215.4 55.046 -0.23702 77719 55.046 -0.23702 77008 2.7505 -0.079807 97.329 -0.33943 98.308 61.214 -0.34435 1489.4 1476.4 49098 -307.28 58330 1.0702e+005 48438 -307.28 58898 123.80 124.00 0.88390 1.3044 0.018148 0.040935 0.88457 0.99174 1.0062 23.948 0.94382 12.926 0.027665 0.00000 44617 21981 32699 1.1493e+005 0.071631 1.0000 1055.9 21.515 -1.9279 22.152 1068.5 1.0950 0.71734 23.550 14.770 170.98 25.093 0.50018 0.33252
07-May-2014 16:14:26 58.832 -1.3344 3057.7 58.369 -1.3427 73261 58.369 -1.3427 72515 2.8742 -0.048780 97.175 -2.3002 98.154 53.372 -2.3336 1260.3 1247.5 52052 -1740.6 54925 1.0534e+005 51362 -1740.7 55519 126.09 126.09 0.88410 1.3045 0.017972 0.042239 0.88410 0.99212 1.0062 23.715 0.94429 12.796 0.027191 0.00000 44525 21967 32673 1.1479e+005 0.071566 1.0000 981.31 21.305 -2.0759 22.178 983.45 1.0167 0.70916 23.559 14.775 170.99 25.094 0.48947 0.32540
07-May-2014 16:15:26 62.833 -0.18751 3075.1 62.342 -0.18867 73940 62.342 -0.18867 73139 2.9264 0.099733 96.974 -0.48683 98.015 50.918 -0.49377 1223.8 1210.9 55601 -244.60 55394 1.1183e+005 54858 -244.61 56034 127.60 127.90 0.88422 1.3045 0.018019 0.044650 0.88519 0.99221 1.0063 23.778 0.94405 12.830 0.026961 0.00000 44201 21939 32503 1.1424e+005 0.071290 1.0000 1032.6 21.340 -2.2738 22.198 1021.3 1.1340 0.73026 23.565 14.779 170.99 25.094 0.48547 0.32274
07-May-2014 16:16:26 93.885 1.6552 3355.4 93.122 1.6656 82321 93.122 1.6656 81105 4.6282 0.043470 95.328 1.7194 97.241 35.875 1.7440 901.90 888.85 83084 2159.3 61406 1.5146e+005 81942 2159.4 62385 127.11 129.37 0.88415 1.3046 0.018316 0.058946 0.89140 0.99189 1.0063 24.169 0.94308 13.050 0.027177 0.00000 43857 21797 32445 1.1363e+005 0.070878 1.0000 1218.4 21.658 -2.4056 22.220 1198.7 1.4006 0.84664 23.566 14.780 171.00 25.095 0.48908 0.32514
07-May-2014 16:17:26 127.71 0.68095 3586.3 126.61 0.68523 89703 126.61 0.68523 88024 5.6855 -0.045987 94.360 0.53754 96.543 27.951 0.54549 709.01 695.75 1.1300e+005 888.35 66617 1.7858e+005 1.1141e+005 888.37 67979 123.91 124.64 0.88386 1.3045 0.018600 0.067203 0.88627 0.99133 1.0063 24.544 0.94230 13.260 0.027856 0.00000 43744 21716 32388 1.1335e+005 0.070709 1.0000 1396.6 21.990 -2.2234 22.243 1389.5 1.6639 1.0464 23.563 14.778 171.00 25.096 0.49690 0.33034
